Date,City,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
2019-01-26,Jorapokhar,104.28,180.63,9.44,10.23,,6.34,,68.96,16.73,,,,238.0,Poor
2019-01-27,Jorapokhar,74.06,113.37,9.67,10.02,,6.32,,41.02,32.81,,,,202.0,Poor
2019-01-28,Jorapokhar,72.47,120.12,9.53,10.04,,6.32,,41.44,39.49,,,,135.0,Moderate
2019-01-29,Jorapokhar,58.89,107.66,9.69,10.12,,6.28,,41.58,46.17,,,,128.0,Moderate
2019-01-30,Jorapokhar,73.78,145.37,10.25,10.39,,6.39,,65.88,28.75,,,,110.0,Moderate
2019-01-31,Jorapokhar,128.32,234.17,10.15,10.35,,6.33,,84.29,29.38,,,,262.0,Poor
2019-02-01,Jorapokhar,118.18,216.22,10.34,10.3,,6.41,0.0,84.97,10.94,,,,302.0,Very Poor
2019-02-02,Jorapokhar,91.4,184.04,9.58,10.27,,6.34,,82.05,14.27,,,,247.0,Poor
2019-02-03,Jorapokhar,100.41,203.47,9.73,10.08,,6.39,0.0,100.81,14.29,,,,219.0,Poor
2019-02-04,Jorapokhar,96.46,181.49,9.56,9.96,,6.33,,95.05,16.01,,,,233.0,Poor
2019-02-05,Jorapokhar,99.72,174.35,9.13,9.98,,6.33,,94.12,17.84,,,,215.0,Poor
2019-02-06,Jorapokhar,96.14,189.46,9.51,10.13,,6.31,,87.35,15.47,,,,215.0,Poor
2019-02-07,Jorapokhar,120.88,243.09,9.59,10.31,,6.29,,145.94,14.8,,,,280.0,Poor
2019-02-08,Jorapokhar,120.88,211.96,9.6,10.56,,6.28,,130.0,16.21,,,,289.0,Poor
2019-02-09,Jorapokhar,64.5,116.84,9.27,10.22,,6.26,,,26.43,,,,203.0,Poor
2019-02-10,Jorapokhar,69.83,135.09,9.42,10.16,,6.26,,,16.17,,,,127.0,Moderate
2019-02-11,Jorapokhar,86.47,158.19,9.44,10.3,,6.32,,,12.16,,,,170.0,Moderate
2019-02-12,Jorapokhar,88.14,153.71,9.67,10.19,,6.34,0.0,113.82,14.91,,,,178.0,Moderate
2019-02-13,Jorapokhar,108.85,188.76,9.41,10.27,,6.29,0.0,94.98,15.23,,,,241.0,Poor
2019-02-14,Jorapokhar,101.31,184.48,9.61,10.08,,6.34,0.0,68.06,16.05,,,,257.0,Poor
2019-02-15,Jorapokhar,90.96,162.28,9.2,9.86,,6.31,0.0,10.98,14.95,,,,238.0,Poor
2019-02-16,Jorapokhar,24.75,38.27,9.14,9.7,,6.28,0.0,,17.35,,,,93.0,Satisfactory
2019-02-17,Jorapokhar,41.96,72.82,9.08,9.76,,6.34,0.0,,22.64,,,,57.0,Satisfactory
2019-02-18,Jorapokhar,60.04,105.56,9.01,9.63,,6.35,0.0,,22.17,,,,93.0,Satisfactory
2019-02-19,Jorapokhar,99.32,197.98,9.64,10.08,,6.43,0.0,,102.64,,,,171.0,Moderate
2019-02-20,Jorapokhar,91.77,184.17,9.6,10.13,,6.28,0.0,,21.46,,,,251.0,Poor
2019-02-21,Jorapokhar,90.46,187.59,9.87,10.09,,6.29,0.0,,35.34,,,,184.0,Moderate
2019-02-22,Jorapokhar,117.15,231.32,10.04,10.03,,6.31,0.0,,20.79,,,,250.0,Poor
2019-02-23,Jorapokhar,74.2,138.7,9.3,9.59,,6.32,0.0,,71.76,,,,230.0,Poor
2019-02-24,Jorapokhar,57.84,119.52,8.94,9.41,,6.37,0.0,,23.48,,,,111.0,Moderate
2019-02-25,Jorapokhar,43.2,72.1,9.25,9.51,,6.29,0.0,23.19,15.03,,,,100.0,Satisfactory
2019-02-26,Jorapokhar,58.96,106.55,9.09,9.5,,6.32,0.0,18.48,14.35,,,,84.0,Satisfactory
2019-02-27,Jorapokhar,42.86,73.18,8.95,9.41,,6.32,0.0,7.26,6.38,,,,89.0,Satisfactory
2019-02-28,Jorapokhar,25.2,62.61,9.03,9.36,,6.37,0.0,6.28,59.31,,,,115.0,Moderate
2019-03-01,Jorapokhar,48.98,86.86,9.64,9.49,,6.35,0.0,8.2,120.56,,,,209.0,Poor
2019-03-02,Jorapokhar,80.78,140.36,9.4,9.57,,6.39,0.0,14.33,57.49,,,,135.0,Moderate
2019-03-03,Jorapokhar,85.67,152.5,9.2,9.24,,6.37,0.0,15.43,40.81,,,,183.0,Moderate
2019-03-04,Jorapokhar,72.84,127.69,9.12,9.34,,6.35,0.0,13.33,13.92,,,,150.0,Moderate
2019-03-05,Jorapokhar,81.29,145.5,9.27,9.28,,6.36,0.0,12.93,15.55,,,,167.0,Moderate
2019-03-06,Jorapokhar,84.66,139.63,9.32,9.39,,6.34,0.0,12.69,17.52,,,,177.0,Moderate
2019-03-07,Jorapokhar,46.5,84.04,9.32,9.71,,6.32,0.0,7.77,23.27,,,,123.0,Moderate
2019-03-08,Jorapokhar,58.39,105.21,9.14,9.82,,6.3,0.0,8.47,19.25,,,,96.0,Satisfactory
2019-03-09,Jorapokhar,67.94,137.38,9.29,9.86,,6.3,0.0,12.14,16.54,,,,110.0,Moderate
2019-03-10,Jorapokhar,106.54,206.88,9.58,10.1,,6.32,0.0,20.68,16.01,,,,199.0,Moderate
2019-03-11,Jorapokhar,85.43,159.49,9.34,9.72,,6.32,0.0,13.16,19.92,,,,226.0,Poor
2019-03-12,Jorapokhar,87.37,166.13,9.54,10.19,,6.29,0.0,15.37,16.32,,,,176.0,Moderate
2019-03-13,Jorapokhar,113.48,228.18,10.07,9.94,,6.38,0.0,16.12,18.35,,,,254.0,Poor
2019-03-14,Jorapokhar,69.31,129.63,9.16,10.02,,6.33,0.0,7.95,23.27,,,,272.0,Poor
2019-03-15,Jorapokhar,50.04,95.48,9.08,10.39,,6.32,0.0,8.7,13.1,,,,106.0,Moderate
2019-03-16,Jorapokhar,40.09,71.28,9.25,9.91,,6.23,0.0,7.97,24.67,,,,80.0,Satisfactory
2019-03-17,Jorapokhar,60.26,110.17,8.98,9.68,,6.31,0.0,8.3,36.99,,,,129.0,Moderate
2019-03-18,Jorapokhar,38.16,68.99,9.21,9.69,,6.31,0.0,7.65,16.92,,,,77.0,Satisfactory
2019-03-19,Jorapokhar,59.07,111.43,9.21,9.64,,6.25,0.0,8.82,21.68,,,,95.0,Satisfactory
2019-03-20,Jorapokhar,68.47,129.0,9.2,9.61,,6.32,0.0,11.22,29.03,,,,128.0,Moderate
2019-03-21,Jorapokhar,72.12,136.87,8.91,9.69,,6.25,0.0,11.73,112.63,,,,155.0,Moderate
2019-03-22,Jorapokhar,38.02,90.59,9.26,9.53,,6.31,0.0,9.02,25.05,,,,107.0,Moderate
2019-03-23,Jorapokhar,45.24,93.14,8.89,9.42,,6.31,0.0,6.47,22.27,,,,97.0,Satisfactory
2019-03-24,Jorapokhar,61.9,141.18,9.07,9.42,,6.31,0.0,10.5,20.33,,,,115.0,Moderate
2019-03-25,Jorapokhar,69.58,159.38,9.02,9.44,,6.31,0.0,9.71,25.47,,,,139.0,Moderate
2019-03-26,Jorapokhar,85.68,205.23,9.17,9.94,,6.19,0.0,10.63,12.17,,,,170.0,Moderate
2019-03-27,Jorapokhar,53.93,114.83,9.14,9.79,,6.29,0.0,10.3,21.49,,,,126.0,Moderate
2019-03-28,Jorapokhar,69.81,150.68,9.13,9.71,,6.32,0.0,15.02,19.76,,,,128.0,Moderate
2019-03-29,Jorapokhar,102.41,181.61,9.14,9.7,,6.3,0.0,14.1,24.6,,,,175.0,Moderate
2019-03-30,Jorapokhar,,,,,,,,,,,,,156.25,
2019-03-31,Jorapokhar,,,,,,,,,,,,,137.5,
2019-04-01,Jorapokhar,54.36,85.61,10.78,10.62,,6.29,0.0,6.67,9.1,,,,118.75,
2019-04-02,Jorapokhar,52.97,112.2,9.1,9.54,,6.29,,12.56,17.84,,,,100.0,Satisfactory
2019-04-03,Jorapokhar,79.81,169.61,9.05,9.73,,6.33,,12.75,18.2,,,,137.0,Moderate
2019-04-04,Jorapokhar,60.03,124.63,9.04,9.8,,6.24,,9.02,11.37,,,,126.0,Moderate
2019-04-05,Jorapokhar,57.54,112.16,8.91,9.56,,6.32,,4.01,4.35,,,,114.0,Moderate
2019-04-06,Jorapokhar,57.57,105.36,9.05,9.46,,6.3,,4.67,7.6,,,,112.0,Moderate
2019-04-07,Jorapokhar,38.85,72.37,8.96,9.55,,6.26,,8.22,15.51,,,,78.0,Satisfactory
2019-04-08,Jorapokhar,41.67,71.88,8.77,9.42,,6.28,,7.3,14.91,,,,80.0,Satisfactory
2019-04-09,Jorapokhar,54.19,101.85,9.05,9.48,,6.27,,9.89,14.99,,,,87.0,Satisfactory
2019-04-10,Jorapokhar,48.46,90.02,9.03,9.51,,6.33,,7.57,9.0,,,,92.0,Satisfactory
2019-04-11,Jorapokhar,70.14,129.73,8.84,9.7,,6.28,,6.88,11.34,,,,105.0,Moderate
2019-04-12,Jorapokhar,61.71,116.52,9.06,9.61,,6.24,,4.13,16.64,,,,124.0,Moderate
2019-04-13,Jorapokhar,55.67,116.8,9.14,9.48,,6.26,,8.72,26.77,,,,113.0,Moderate
2019-04-14,Jorapokhar,49.75,103.33,8.94,9.43,,6.27,,5.58,34.63,,,,104.0,Moderate
2019-04-15,Jorapokhar,60.83,126.33,8.97,9.38,,6.3,,4.1,58.23,,,,111.0,Moderate
2019-04-16,Jorapokhar,71.94,143.92,9.16,9.28,,6.3,,5.04,51.32,,,,139.0,Moderate
2019-04-17,Jorapokhar,79.9,255.49,8.95,9.42,,6.27,,7.75,132.95,,,,234.0,Poor
2019-04-18,Jorapokhar,43.59,94.13,9.12,9.28,,6.31,,7.91,58.32,,,,137.0,Moderate
2019-04-19,Jorapokhar,34.08,69.51,8.92,9.27,,6.36,,5.82,60.32,,,,86.0,Satisfactory
2019-04-20,Jorapokhar,34.25,73.45,9.02,9.14,,6.29,,6.77,64.38,,,,98.0,Satisfactory
2019-04-21,Jorapokhar,48.17,113.98,8.82,9.27,,6.3,,10.17,31.23,,,,99.0,Satisfactory
2019-04-22,Jorapokhar,46.56,81.89,8.93,9.51,,6.3,,9.66,24.09,,,,87.0,Satisfactory
2019-04-23,Jorapokhar,45.01,75.39,8.93,9.48,,6.36,,9.72,14.63,,,,84.0,Satisfactory
2019-04-24,Jorapokhar,,93.85,9.29,9.77,,6.31,1.8,9.91,18.78,,,,90.0,Satisfactory
2019-04-25,Jorapokhar,,70.53,9.16,9.54,,6.28,1.76,6.12,20.54,,,,101.0,Moderate
2019-04-26,Jorapokhar,,91.32,9.09,9.73,,6.19,1.87,5.88,43.9,,,,118.0,Moderate
2019-04-27,Jorapokhar,,113.19,8.95,9.55,,6.29,1.57,3.66,108.49,,,,190.0,Moderate
2019-04-28,Jorapokhar,,162.53,8.36,8.5,,6.5,2.01,6.14,62.28,,,,148.0,Moderate
2019-04-29,Jorapokhar,,233.79,7.97,7.76,,6.57,2.59,14.75,53.74,,,,175.0,Moderate
2019-04-30,Jorapokhar,,106.54,7.73,7.57,,6.63,1.74,4.95,46.06,,,,146.0,Moderate
2019-05-01,Jorapokhar,,60.46,7.95,7.43,,6.61,1.38,5.34,42.78,,,,101.0,Moderate
2019-05-02,Jorapokhar,,40.09,7.83,7.72,,6.53,1.48,5.85,33.32,,,,109.0,Moderate
2019-05-03,Jorapokhar,,44.95,7.83,7.67,,6.58,1.55,4.06,30.95,,,,100.0,Satisfactory
2019-05-04,Jorapokhar,,34.07,7.95,7.38,,6.6,1.52,4.37,10.79,,,,88.0,Satisfactory
2019-05-05,Jorapokhar,,61.33,7.63,7.61,,6.55,1.44,4.85,18.9,,,,102.0,Moderate
2019-05-06,Jorapokhar,,119.83,7.99,7.73,,6.5,1.66,9.49,34.54,,,,115.0,Moderate
2019-05-07,Jorapokhar,,154.78,8.06,7.79,,6.57,2.49,14.54,105.78,,,,184.0,Moderate
2019-05-08,Jorapokhar,,179.52,7.93,7.6,,6.61,1.91,11.02,70.79,,,,161.0,Moderate
2019-05-09,Jorapokhar,,191.75,7.89,7.45,,6.6,1.61,13.21,66.48,,,,173.0,Moderate
2019-05-10,Jorapokhar,,196.25,8.0,7.55,,6.57,1.88,,42.63,,,,166.0,Moderate
2019-05-11,Jorapokhar,,191.93,8.11,7.53,,6.6,2.14,,33.06,,,,160.0,Moderate
2019-05-12,Jorapokhar,,153.82,7.98,7.41,,6.67,2.01,,52.39,,,,187.0,Moderate
2019-05-13,Jorapokhar,,160.09,7.9,7.5,,6.63,1.95,9.09,86.41,,,,134.0,Moderate
2019-05-14,Jorapokhar,,71.3,7.91,7.37,,6.57,1.77,5.13,32.56,,,,131.0,Moderate
2019-05-15,Jorapokhar,,86.04,7.8,7.54,,6.59,1.78,7.6,28.49,,,,110.5,
2019-05-16,Jorapokhar,,49.95,7.97,7.89,,6.47,1.58,10.78,10.31,,,,90.0,Satisfactory
2019-05-17,Jorapokhar,,94.92,7.98,7.79,,6.58,3.52,,17.74,,,,96.0,
2019-05-18,Jorapokhar,,94.62,7.92,7.51,,6.63,2.01,15.19,28.24,,,,102.0,Moderate
2019-05-19,Jorapokhar,,78.92,8.03,7.63,,6.59,2.46,12.82,28.8,,,,130.0,Moderate
2019-05-20,Jorapokhar,,71.05,7.97,7.7,,6.61,1.49,5.97,55.5,,,,154.0,Moderate
2019-05-21,Jorapokhar,,71.57,7.68,7.72,,6.54,1.66,7.69,149.33,,,,235.0,Poor
2019-05-22,Jorapokhar,,60.69,7.76,7.56,,6.58,1.46,5.08,65.88,,,,148.0,Moderate
2019-05-23,Jorapokhar,,53.47,7.65,7.43,,6.63,1.58,8.18,37.38,,,,104.0,Moderate
2019-05-24,Jorapokhar,,61.22,7.67,7.37,,6.64,1.72,5.6,43.04,,,,112.0,Moderate
2019-05-25,Jorapokhar,,69.58,8.02,7.6,,6.61,1.77,10.06,22.52,,,,114.0,Moderate
2019-05-26,Jorapokhar,,,,,,,,,,,,,111.0,
2019-05-27,Jorapokhar,,86.47,8.12,8.09,,6.68,2.84,10.09,14.59,,,,108.0,
2019-05-28,Jorapokhar,,92.21,8.25,7.66,,6.6,1.25,16.23,31.97,,,,105.0,Moderate
2019-05-29,Jorapokhar,,51.11,7.9,7.24,,6.63,1.51,10.92,35.12,,,,106.0,Moderate
2019-05-30,Jorapokhar,,62.5,7.91,6.92,,6.45,1.46,13.95,35.22,,,,96.0,Satisfactory
2019-05-31,Jorapokhar,,66.2,7.86,7.82,,6.55,1.37,8.97,44.54,,,,118.0,Moderate
2019-06-01,Jorapokhar,,38.08,,,,,1.95,29.97,34.58,,,,117.16279069767442,
2019-06-02,Jorapokhar,,76.4,7.39,7.44,,6.42,1.45,7.83,10.08,,,,116.32558139534883,
2019-06-03,Jorapokhar,,314.52,12.22,7.32,,6.5,0.66,41.38,11.61,,,,115.48837209302326,
2019-06-04,Jorapokhar,,,,,,,,,,,,,114.65116279069767,
2019-06-05,Jorapokhar,,,,,,,,,,,,,113.81395348837209,
2019-06-06,Jorapokhar,,,,,,,,,,,,,112.97674418604652,
2019-06-07,Jorapokhar,,,,,,,,,,,,,112.13953488372093,
2019-06-08,Jorapokhar,,,,,,,,,,,,,111.30232558139535,
2019-06-09,Jorapokhar,,,,,,,,,,,,,110.46511627906976,
2019-06-10,Jorapokhar,,,,,,,,,,,,,109.62790697674419,
2019-06-11,Jorapokhar,,,,,,,,,,,,,108.79069767441861,
2019-06-12,Jorapokhar,,,,,,,,,,,,,107.95348837209302,
2019-06-13,Jorapokhar,,,,,,,,,,,,,107.11627906976744,
2019-06-14,Jorapokhar,,,,,,,,,,,,,106.27906976744185,
2019-06-15,Jorapokhar,,,,,,,,,,,,,105.44186046511628,
2019-06-16,Jorapokhar,,,,,,,,,,,,,104.6046511627907,
2019-06-17,Jorapokhar,,,,,,,,,,,,,103.76744186046511,
2019-06-18,Jorapokhar,,,,,,,,,,,,,102.93023255813954,
2019-06-19,Jorapokhar,,,,,,,,,,,,,102.09302325581395,
2019-06-20,Jorapokhar,,,,,,,,,,,,,101.25581395348837,
2019-06-21,Jorapokhar,,,,,,,,,,,,,100.4186046511628,
2019-06-22,Jorapokhar,,,,,,,,,,,,,99.5813953488372,
2019-06-23,Jorapokhar,,,,,,,,,,,,,98.74418604651163,
2019-06-24,Jorapokhar,,,,,,,,,,,,,97.90697674418604,
2019-06-25,Jorapokhar,,,,,,,,,,,,,97.06976744186046,
2019-06-26,Jorapokhar,,,,,,,,,,,,,96.23255813953489,
2019-06-27,Jorapokhar,,,,,,,,,,,,,95.3953488372093,
2019-06-28,Jorapokhar,,,,,,,,,,,,,94.55813953488372,
2019-06-29,Jorapokhar,,,,,,,,,,,,,93.72093023255815,
2019-06-30,Jorapokhar,,,,,,,,,,,,,92.88372093023256,
2019-07-01,Jorapokhar,,,,,,,,,,,,,92.04651162790698,
2019-07-02,Jorapokhar,,,,,,,,,,,,,91.20930232558139,
2019-07-03,Jorapokhar,,,,,,,,,,,,,90.37209302325581,
2019-07-04,Jorapokhar,,,,,,,,,,,,,89.53488372093022,
2019-07-05,Jorapokhar,,,,,,,,,,,,,88.69767441860465,
2019-07-06,Jorapokhar,,,,,,,,,,,,,87.86046511627907,
2019-07-07,Jorapokhar,,,,,,,,,,,,,87.02325581395348,
2019-07-08,Jorapokhar,,,,,,,,,,,,,86.18604651162791,
2019-07-09,Jorapokhar,,,,,,,,,,,,,85.34883720930233,
2019-07-10,Jorapokhar,,,,,,,,,,,,,84.51162790697674,
2019-07-11,Jorapokhar,,,,,,,,,,,,,83.67441860465115,
2019-07-12,Jorapokhar,,133.45,10.16,12.02,,5.93,1.11,5.6,22.38,,,,82.83720930232559,
2019-07-13,Jorapokhar,,25.75,8.44,8.96,,6.28,1.27,4.2,6.09,,,,82.0,Satisfactory
2019-07-14,Jorapokhar,,33.74,8.45,9.03,,6.31,1.24,7.83,8.69,,,,93.0,Satisfactory
2019-07-15,Jorapokhar,,40.08,8.75,8.94,,6.3,1.31,4.42,12.35,,,,85.0,Satisfactory
2019-07-16,Jorapokhar,,40.2,8.64,9.14,,6.27,1.54,5.96,13.48,,,,101.0,Moderate
2019-07-17,Jorapokhar,,45.76,8.34,9.42,,6.26,1.51,6.33,44.62,,,,107.0,Moderate
2019-07-18,Jorapokhar,,42.62,8.76,9.46,,6.24,1.91,6.67,45.29,,,,110.0,Moderate
2019-07-19,Jorapokhar,,34.86,8.49,9.41,,6.25,1.24,5.28,15.35,,,,87.0,Satisfactory
2019-07-20,Jorapokhar,,36.28,8.65,9.34,,6.27,1.27,4.72,4.59,,,,92.0,Satisfactory
2019-07-21,Jorapokhar,,28.58,8.53,8.97,,6.29,1.15,4.65,5.41,,,,80.0,Satisfactory
2019-07-22,Jorapokhar,,30.11,8.58,9.12,,6.26,1.39,3.66,7.2,,,,89.0,Satisfactory
2019-07-23,Jorapokhar,,26.67,8.62,9.19,,6.26,1.48,4.6,4.47,,,,98.0,Satisfactory
2019-07-24,Jorapokhar,,29.38,8.58,9.64,,6.2,1.58,4.9,106.24,,,,111.0,Moderate
2019-07-25,Jorapokhar,,37.58,8.52,9.44,,6.24,1.43,5.21,83.77,,,,134.0,Moderate
2019-07-26,Jorapokhar,,29.45,8.71,9.43,,6.25,1.68,4.69,77.08,,,,126.0,Moderate
2019-07-27,Jorapokhar,,24.18,8.85,9.4,,6.27,1.83,4.58,62.89,,,,136.0,Moderate
2019-07-28,Jorapokhar,,,,,,,,,,,,,81.0,Satisfactory
2019-07-29,Jorapokhar,,26.66,8.64,9.39,,6.24,1.26,4.34,67.67,,,,168.0,Moderate
2019-07-30,Jorapokhar,,22.78,8.65,9.39,,6.25,1.39,5.05,16.15,,,,91.0,Satisfactory
2019-07-31,Jorapokhar,,23.39,8.76,9.11,,6.34,1.14,4.13,3.47,,,,82.0,Satisfactory
2019-08-01,Jorapokhar,,26.68,8.71,9.32,,6.33,1.39,3.88,3.84,,,,85.0,Satisfactory
2019-08-02,Jorapokhar,,36.71,8.59,9.45,,6.25,1.45,5.54,4.96,,,,97.0,Satisfactory
2019-08-03,Jorapokhar,,38.25,8.49,9.24,,6.29,1.61,4.9,5.46,,,,103.0,Moderate
2019-08-04,Jorapokhar,,32.95,8.47,9.4,,6.22,1.4,4.37,6.13,,,,102.0,Moderate
2019-08-05,Jorapokhar,,24.85,8.49,9.07,,6.28,1.52,4.91,11.98,,,,105.0,Moderate
2019-08-06,Jorapokhar,,33.06,8.81,9.14,,6.3,2.28,4.73,3.44,,,,123.0,Moderate
2019-08-07,Jorapokhar,,18.43,8.59,9.42,,6.21,1.35,4.75,3.16,,,,100.0,Satisfactory
2019-08-08,Jorapokhar,,17.47,8.65,9.2,,6.28,1.52,4.93,2.94,,,,109.0,Moderate
2019-08-09,Jorapokhar,,19.15,8.71,9.22,,6.32,1.91,4.76,3.51,,,,112.0,Moderate
2019-08-10,Jorapokhar,,18.62,8.87,9.36,,6.27,2.74,5.74,5.13,,,,130.0,Moderate
2019-08-11,Jorapokhar,,2.48,8.51,9.22,,6.3,1.78,7.38,6.84,,,,120.0,Moderate
2019-08-12,Jorapokhar,,21.17,8.78,9.4,,6.23,1.95,6.68,5.28,,,,88.0,Satisfactory
2019-08-13,Jorapokhar,,34.14,8.72,9.53,,6.25,1.54,5.12,8.38,,,,96.0,Satisfactory
2019-08-14,Jorapokhar,,24.7,8.66,9.36,,6.22,1.64,4.49,4.91,,,,103.0,Moderate
2019-08-15,Jorapokhar,,22.39,8.62,9.34,,6.23,1.24,4.44,4.52,,,,94.0,Satisfactory
2019-08-16,Jorapokhar,,29.22,8.68,9.32,,6.27,1.84,7.29,5.35,,,,111.0,Moderate
2019-08-17,Jorapokhar,,34.28,8.61,9.29,,6.29,1.66,4.53,26.93,,,,117.0,Moderate
2019-08-18,Jorapokhar,,27.22,8.67,9.35,,6.26,2.12,4.63,8.8,,,,119.0,Moderate
2019-08-19,Jorapokhar,14.18,28.89,8.78,9.33,,6.28,1.56,4.74,5.9,,,,108.0,Moderate
2019-08-20,Jorapokhar,14.0,27.41,8.78,9.42,,6.26,1.95,4.97,8.1,,,,110.0,Moderate
2019-08-21,Jorapokhar,18.63,35.77,8.64,9.52,,6.25,2.28,4.52,8.36,,,,116.0,Moderate
2019-08-22,Jorapokhar,18.0,30.72,8.69,9.29,,6.29,1.91,3.62,12.6,,,,115.0,Moderate
2019-08-23,Jorapokhar,11.4,29.06,8.73,9.47,,6.23,1.96,3.75,6.79,,,,115.0,Moderate
2019-08-24,Jorapokhar,11.0,26.48,8.72,9.43,,6.22,2.06,3.67,15.89,,,,112.0,Moderate
2019-08-25,Jorapokhar,11.0,22.42,8.67,9.34,,6.27,1.96,3.6,29.03,,,,155.0,Moderate
2019-08-26,Jorapokhar,11.0,26.6,8.79,9.4,,6.24,1.8,3.57,5.64,,,,107.0,Moderate
2019-08-27,Jorapokhar,11.0,30.25,8.67,9.24,,6.33,1.9,3.51,6.07,,,,112.0,Moderate
2019-08-28,Jorapokhar,11.0,24.05,8.75,9.39,,6.31,1.88,3.58,7.63,,,,110.0,Moderate
2019-08-29,Jorapokhar,11.0,34.5,8.79,9.39,,6.31,2.04,3.69,6.39,,,,113.0,Moderate
2019-08-30,Jorapokhar,11.0,26.22,8.78,9.44,,6.25,1.72,3.3,5.96,,,,100.0,Satisfactory
2019-08-31,Jorapokhar,11.0,34.68,8.66,9.5,,6.2,1.96,4.62,5.44,,,,111.0,Moderate
2019-09-01,Jorapokhar,11.0,29.74,8.92,9.09,,6.32,2.28,3.76,8.17,,,,117.0,Moderate
2019-09-02,Jorapokhar,11.0,37.34,8.82,9.41,,6.24,2.27,3.7,7.71,,,,122.0,Moderate
2019-09-03,Jorapokhar,11.0,27.03,8.89,9.46,,6.27,1.99,3.63,4.56,,,,117.0,Moderate
2019-09-04,Jorapokhar,11.0,25.63,8.88,9.42,,6.26,2.14,3.74,4.25,,,,111.0,Moderate
2019-09-05,Jorapokhar,11.0,17.54,8.89,9.2,,6.33,1.81,3.62,8.16,,,,106.0,Moderate
2019-09-06,Jorapokhar,11.0,22.39,8.8,9.28,,6.29,1.77,3.52,40.37,,,,110.0,Moderate
2019-09-07,Jorapokhar,11.0,21.19,8.87,9.2,,6.3,1.65,3.47,5.26,,,,99.0,Satisfactory
2019-09-08,Jorapokhar,11.0,20.58,8.86,9.48,,6.24,1.72,3.99,5.93,,,,103.0,Moderate
2019-09-09,Jorapokhar,12.17,23.54,8.64,9.22,,6.28,1.06,3.47,5.45,,,,92.0,Satisfactory
2019-09-10,Jorapokhar,15.0,27.46,8.67,9.24,,6.28,,3.43,5.25,,,,27.0,Good
2019-09-11,Jorapokhar,15.0,28.62,8.59,9.21,,6.32,,3.37,45.7,,,,110.0,Moderate
2019-09-12,Jorapokhar,15.0,36.2,8.97,9.33,,6.29,,3.26,87.88,,,,168.0,Moderate
2019-09-13,Jorapokhar,15.0,28.54,8.75,9.29,,6.25,,3.41,5.76,,,,38.0,Good
2019-09-14,Jorapokhar,15.0,28.1,8.92,9.25,,6.31,,3.6,4.83,,,,30.0,Good
2019-09-15,Jorapokhar,15.0,31.77,8.87,9.19,,6.28,,3.46,7.92,,,,30.0,Good
2019-09-16,Jorapokhar,15.0,69.54,8.7,9.25,,6.3,,3.55,12.52,,,,48.0,Good
2019-09-17,Jorapokhar,16.56,24.57,8.87,9.2,,6.27,,3.74,22.41,,,,110.0,Moderate
2019-09-18,Jorapokhar,45.2,42.67,9.04,9.4,,6.26,,3.57,4.36,,,,32.0,Good
2019-09-19,Jorapokhar,50.98,44.17,9.07,9.17,,6.3,,3.59,3.68,,,,40.5,
2019-09-20,Jorapokhar,39.27,33.07,9.1,9.25,,6.3,,3.8,4.77,,,,49.0,
2019-09-21,Jorapokhar,57.3,51.6,8.74,9.14,,6.29,,4.06,5.82,,,,57.5,
2019-09-22,Jorapokhar,60.6,53.8,8.56,9.43,,6.2,,4.84,9.82,,,,66.0,
2019-09-23,Jorapokhar,53.91,70.73,8.96,9.47,,6.29,,5.8,5.91,,,,74.5,
2019-09-24,Jorapokhar,45.2,63.67,8.7,9.44,,6.26,,3.86,3.29,,,,83.0,Satisfactory
2019-09-25,Jorapokhar,41.67,61.86,9.06,9.44,,6.25,,3.28,3.03,,,,74.0,Satisfactory
2019-09-26,Jorapokhar,36.02,60.16,8.85,9.26,,6.28,,3.51,3.13,,,,64.0,Satisfactory
2019-09-27,Jorapokhar,34.95,59.19,8.83,9.36,,6.27,,3.5,7.06,,,,60.0,Satisfactory
2019-09-28,Jorapokhar,38.95,61.98,8.79,9.16,,6.28,,3.5,3.61,,,,62.0,Satisfactory
2019-09-29,Jorapokhar,40.68,64.9,8.78,8.96,,6.3,,3.65,3.35,,,,66.0,Satisfactory
2019-09-30,Jorapokhar,27.67,54.85,8.68,9.0,,6.29,,3.62,8.25,,,,59.0,Satisfactory
2019-10-01,Jorapokhar,,,,,,,,,,,,,55.0,Satisfactory
2019-10-02,Jorapokhar,,,,,,,,,,,,,60.0,
2019-10-03,Jorapokhar,38.01,65.62,8.76,9.11,,6.34,,4.59,54.49,,,,65.0,
2019-10-04,Jorapokhar,42.99,57.83,8.91,9.02,,6.34,,4.47,18.56,,,,70.0,Satisfactory
2019-10-05,Jorapokhar,57.89,65.31,8.89,9.25,,6.28,,5.05,58.6,,,,95.0,Satisfactory
2019-10-06,Jorapokhar,56.7,68.22,8.7,9.28,,6.27,,4.18,19.73,,,,102.0,Moderate
2019-10-07,Jorapokhar,50.2,65.3,8.75,9.16,,6.29,,5.27,130.43,,,,212.0,Poor
2019-10-08,Jorapokhar,41.38,62.51,8.64,9.0,,6.27,,4.73,64.11,,,,92.0,Satisfactory
2019-10-09,Jorapokhar,41.9,61.22,8.9,9.27,,6.3,,5.61,,,,,67.0,Satisfactory
